"","Name","Ticker","Sector","name_tick"
"608","Rush Factory Oyj","RUSH.FI","Consumer Services","Rush Factory Oyj (RUSH.FI)"
"609","Savosolar Oyj","SAVOH.FI","Oil & Gas","Savosolar Oyj (SAVOH.FI)"
"610","Titanium Oyj","TITAN.FI","Financials","Titanium Oyj (TITAN.FI)"
"611","United Bankers Oyj","UNIAV.FI","Financials","United Bankers Oyj (UNIAV.FI)"
"612","Verkkokauppa.com Oyj","VERK.FI","Consumer Services","Verkkokauppa.com Oyj (VERK.FI)"
"613","Viafin Service Oyj","VIAFIN.FI","Industrials","Viafin Service Oyj (VIAFIN.FI)"
"614","Vincit Oyj","VINCIT.FI","Technology","Vincit Oyj (VINCIT.FI)"
"615","Ahlstrom-Munksjö Oyj","AM1.HE","Basic Materials","Ahlstrom-Munksjö Oyj (AM1.HE)"
"616","Cargotec Oyj","CGCBV.HE","Industrials","Cargotec Oyj (CGCBV.HE)"
"617","Citycon Oyj","CTY1S.HE","Financials","Citycon Oyj (CTY1S.HE)"
"618","Elisa Oyj","ELISA.HE","Telecommunications","Elisa Oyj (ELISA.HE)"
"619","Fortum Oyj","FORTUM.HE","Utilities","Fortum Oyj (FORTUM.HE)"
"620","Fiskars Oyj Abp","FSKRS.HE","Consumer Goods","Fiskars Oyj Abp (FSKRS.HE)"
"621","Huhtamäki Oyj","HUH1V.HE","Industrials","Huhtamäki Oyj (HUH1V.HE)"
"622","Konecranes Oyj","KCR.HE","Industrials","Konecranes Oyj (KCR.HE)"
"623","Kemira Oyj","KEMIRA.HE","Basic Materials","Kemira Oyj (KEMIRA.HE)"
"624","Kesko Oyj A","KESKOA.HE","Consumer Services","Kesko Oyj A (KESKOA.HE)"
"625","Kesko Oyj B","KESKOB.HE","Consumer Services","Kesko Oyj B (KESKOB.HE)"
"626","KONE Oyj","KNEBV.HE","Industrials","KONE Oyj (KNEBV.HE)"
"627","Kojamo Oyj","KOJAMO.HE","Financials","Kojamo Oyj (KOJAMO.HE)"
"628","Metsä Board Oyj A","METSA.HE","Basic Materials","Metsä Board Oyj A (METSA.HE)"
"629","Metsä Board Oyj B","METSB.HE","Basic Materials","Metsä Board Oyj B (METSB.HE)"
"630","Metso Oyj","METSO.HE","Industrials","Metso Oyj (METSO.HE)"
"631","Nordea Bank Abp","NDA-FI.HE","Financials","Nordea Bank Abp (NDA-FI.HE)"
"632","Neste Oyj","NESTE.HE","Oil & Gas","Neste Oyj (NESTE.HE)"
"633","Nokia Oyj","NOKIA.HE","Technology","Nokia Oyj (NOKIA.HE)"
"634","Orion Oyj A","ORNAV.HE","Health Care","Orion Oyj A (ORNAV.HE)"
"635","Orion Oyj B","ORNBV.HE","Health Care","Orion Oyj B (ORNBV.HE)"
"636","Outokumpu Oyj","OUT1V.HE","Basic Materials","Outokumpu Oyj (OUT1V.HE)"
"637","Sanoma Oyj","SAA1V.HE","Consumer Services","Sanoma Oyj (SAA1V.HE)"
"638","Sampo Oyj A","SAMPO.HE","Financials","Sampo Oyj A (SAMPO.HE)"
"639","SSAB A","SSABAH.HE","Basic Materials","SSAB A (SSABAH.HE)"
"640","SSAB B","SSABBH.HE","Basic Materials","SSAB B (SSABBH.HE)"
"641","Stora Enso Oyj A","STEAV.HE","Basic Materials","Stora Enso Oyj A (STEAV.HE)"
"642","Stora Enso Oyj R","STERV.HE","Basic Materials","Stora Enso Oyj R (STERV.HE)"
"643","Telia Company","TELIA1.HE","Telecommunications","Telia Company (TELIA1.HE)"
"644","TietoEVRY Oyj","TIETO.HE","Technology","TietoEVRY Oyj (TIETO.HE)"
"645","Terveystalo Oyj","TTALO.HE","Health Care","Terveystalo Oyj (TTALO.HE)"
"646","Nokian Renkaat Oyj","TYRES.HE","Consumer Goods","Nokian Renkaat Oyj (TYRES.HE)"
"647","UPM-Kymmene Oyj","UPM.HE","Basic Materials","UPM-Kymmene Oyj (UPM.HE)"
"648","Valmet Oyj","VALMT.HE","Industrials","Valmet Oyj (VALMT.HE)"
"649","Wärtsilä Oyj Abp","WRT1V.HE","Industrials","Wärtsilä Oyj Abp (WRT1V.HE)"
"650","YIT Oyj","YIT.HE","Industrials","YIT Oyj (YIT.HE)"
"651","Afarak Group Oyj","AFAGR.HE","Basic Materials","Afarak Group Oyj (AFAGR.HE)"
"652","Aktia Bank Abp","AKTIA.HE","Financials","Aktia Bank Abp (AKTIA.HE)"
"653","Ålandsbanken Abp A","ALBAV.HE","Financials","Ålandsbanken Abp A (ALBAV.HE)"
"654","Ålandsbanken Abp B","ALBBV.HE","Financials","Ålandsbanken Abp B (ALBBV.HE)"
"655","Alma Media Oyj","ALMA.HE","Consumer Services","Alma Media Oyj (ALMA.HE)"
"656","Altia Oyj","ALTIA.HE","Consumer Goods","Altia Oyj (ALTIA.HE)"
"657","Aspo Oyj","ASPO.HE","Industrials","Aspo Oyj (ASPO.HE)"
"658","Asiakastieto Group Oyj","ATG1V.HE","Financials","Asiakastieto Group Oyj (ATG1V.HE)"
"659","Atria Oyj A","ATRAV.HE","Consumer Goods","Atria Oyj A (ATRAV.HE)"
"660","Basware Oyj","BAS1V.HE","Technology","Basware Oyj (BAS1V.HE)"
"661","Bittium Oyj","BITTI.HE","Technology","Bittium Oyj (BITTI.HE)"
"662","CapMan Oyj","CAPMAN.HE","Financials","CapMan Oyj (CAPMAN.HE)"
"663","Caverion Oyj","CAV1V.HE","Industrials","Caverion Oyj (CAV1V.HE)"
"664","Cramo Oyj","CRA1V.HE","Industrials","Cramo Oyj (CRA1V.HE)"
"665","eQ Oyj","EQV1V.HE","Financials","eQ Oyj (EQV1V.HE)"
"666","Etteplan Oyj","ETTE.HE","Industrials","Etteplan Oyj (ETTE.HE)"
"667","Evli Pankki Oyj","EVLI.HE","Financials","Evli Pankki Oyj (EVLI.HE)"
"668","Finnair Oyj","FIA1S.HE","Consumer Services","Finnair Oyj (FIA1S.HE)"
"669","F-Secure Oyj","FSC1V.HE","Technology","F-Secure Oyj (FSC1V.HE)"
"670","HKScan Oyj  A","HKSAV.HE","Consumer Goods","HKScan Oyj  A (HKSAV.HE)"
"671","Hoivatilat Oyj","HOIVA.HE","Financials","Hoivatilat Oyj (HOIVA.HE)"
"672","Kamux Oyj","KAMUX.HE","Consumer Services","Kamux Oyj (KAMUX.HE)"
"673","Lassila & Tikanoja Oyj","LAT1V.HE","Industrials","Lassila & Tikanoja Oyj (LAT1V.HE)"
"674","Lehto Group Oyj","LEHTO.HE","Industrials","Lehto Group Oyj (LEHTO.HE)"
"675","Marimekko Oyj","MMO1V.HE","Consumer Goods","Marimekko Oyj (MMO1V.HE)"
"676","Musti Group Oyj","MUSTI.HE","Consumer Services","Musti Group Oyj (MUSTI.HE)"
"677","NoHo Partners Oyj","NOHO.HE","Consumer Services","NoHo Partners Oyj (NOHO.HE)"
"678","Oriola Oyj A","OKDAV.HE","Health Care","Oriola Oyj A (OKDAV.HE)"
"679","Oriola Oyj B","OKDBV.HE","Health Care","Oriola Oyj B (OKDBV.HE)"
"680","Olvi Oyj A","OLVAS.HE","Consumer Goods","Olvi Oyj A (OLVAS.HE)"
"681","Oma Säästöpankki Oyj","OMASP.HE","Financials","Oma Säästöpankki Oyj (OMASP.HE)"
"682","Outotec Oyj","OTE1V.HE","Industrials","Outotec Oyj (OTE1V.HE)"
"683","Pihlajalinna Oyj","PIHLIS.HE","Health Care","Pihlajalinna Oyj (PIHLIS.HE)"
"684","Ponsse Oyj 1","PON1V.HE","Industrials","Ponsse Oyj 1 (PON1V.HE)"
"685","Qt Group Oyj","QTCOM.HE","Technology","Qt Group Oyj (QTCOM.HE)"
"686","Raisio Oyj Vaihto-osake","RAIVV.HE","Consumer Goods","Raisio Oyj Vaihto-osake (RAIVV.HE)"
"687","Revenio Group Oyj","REG1V.HE","Health Care","Revenio Group Oyj (REG1V.HE)"
"688","Rovio Entertainment Oyj","ROVIO.HE","Consumer Goods","Rovio Entertainment Oyj (ROVIO.HE)"
"689","Scanfil Oyj","SCANFL.HE","Industrials","Scanfil Oyj (SCANFL.HE)"
"690","Stockmann Oyj Abp A","STCAS.HE","Consumer Services","Stockmann Oyj Abp A (STCAS.HE)"
"691","Stockmann Oyj Abp B","STCBV.HE","Consumer Services","Stockmann Oyj Abp B (STCBV.HE)"
"692","Taaleri Oyj","TAALA.HE","Financials","Taaleri Oyj (TAALA.HE)"
"693","AS Tallink Grupp FDR","TALLINK.HE","Industrials","AS Tallink Grupp FDR (TALLINK.HE)"
"694","Tikkurila Oyj","TIK1V.HE","Industrials","Tikkurila Oyj (TIK1V.HE)"
"695","Talenom Oyj","TNOM.HE","Industrials","Talenom Oyj (TNOM.HE)"
"696","Tokmanni Group Oyj","TOKMAN.HE","Consumer Services","Tokmanni Group Oyj (TOKMAN.HE)"
"697","Uponor Oyj","UPONOR.HE","Industrials","Uponor Oyj (UPONOR.HE)"
"698","Vaisala Oyj A","VAIAS.HE","Industrials","Vaisala Oyj A (VAIAS.HE)"
"699","Viking Line Abp","VIK1V.HE","Consumer Services","Viking Line Abp (VIK1V.HE)"
"700","Aspocomp Group Oyj","ACG1V.HE","Industrials","Aspocomp Group Oyj (ACG1V.HE)"
"701","Apetit Oyj","APETIT.HE","Consumer Goods","Apetit Oyj (APETIT.HE)"
"702","Biohit Oyj B","BIOBV.HE","Health Care","Biohit Oyj B (BIOBV.HE)"
"703","Consti Yhtiöt Oyj","CONSTI.HE","Industrials","Consti Yhtiöt Oyj (CONSTI.HE)"
"704","Componenta Oyj","CTH1V.HE","Industrials","Componenta Oyj (CTH1V.HE)"
"705","Digia Oyj","DIGIA.HE","Technology","Digia Oyj (DIGIA.HE)"
"706","Digitalist Group Oyj","DIGIGR.HE","Technology","Digitalist Group Oyj (DIGIGR.HE)"
"707","Dovre Group Oyj","DOV1V.HE","Industrials","Dovre Group Oyj (DOV1V.HE)"
"708","EAB Group Oyj","EAB.HE","Financials","EAB Group Oyj (EAB.HE)"
"709","Elecster Oyj A","ELEAV.HE","Industrials","Elecster Oyj A (ELEAV.HE)"
"710","Endomines","ENDOM.HE","Basic Materials","Endomines (ENDOM.HE)"
"711","Enedo Oyj","ENEDO.HE","Industrials","Enedo Oyj (ENEDO.HE)"
"712","Exel Composites Oyj","EXL1V.HE","Industrials","Exel Composites Oyj (EXL1V.HE)"
"713","Glaston Oyj Abp","GLA1V.HE","Industrials","Glaston Oyj Abp (GLA1V.HE)"
"714","Harvia Oyj","HARVIA.HE","Consumer Goods","Harvia Oyj (HARVIA.HE)"
"715","Honkarakenne Oyj B","HONBS.HE","Consumer Goods","Honkarakenne Oyj B (HONBS.HE)"
"716","Incap Oyj","ICP1V.HE","Industrials","Incap Oyj (ICP1V.HE)"
"717","Innofactor Plc","IFA1V.HE","Technology","Innofactor Plc (IFA1V.HE)"
"718","Ilkka-Yhtymä Oyj 2","ILK2S.HE","Consumer Services","Ilkka-Yhtymä Oyj 2 (ILK2S.HE)"
"719","Investors House Oyj","INVEST.HE","Financials","Investors House Oyj (INVEST.HE)"
"720","Kesla Oyj A","KELAS.HE","Industrials","Kesla Oyj A (KELAS.HE)"
"721","Keskisuomalainen Oyj A","KSLAV.HE","Consumer Services","Keskisuomalainen Oyj A (KSLAV.HE)"
"722","Martela Oyj A","MARAS.HE","Consumer Goods","Martela Oyj A (MARAS.HE)"
"723","Neo Industrial Oyj","NEO1V.HE","Industrials","Neo Industrial Oyj (NEO1V.HE)"
"724","Nixu Oyj","NIXU.HE","Technology","Nixu Oyj (NIXU.HE)"
"725","Nurminen Logistics Oyj","NLG1V.HE","Industrials","Nurminen Logistics Oyj (NLG1V.HE)"
"726","Optomed Oyj","OPTOMED.HE","Health Care","Optomed Oyj (OPTOMED.HE)"
"727","Ovaro Kiinteistösijoitus Oyj","OVARO.HE","Financials","Ovaro Kiinteistösijoitus Oyj (OVARO.HE)"
"728","Panostaja Oyj","PNA1V.HE","Financials","Panostaja Oyj (PNA1V.HE)"
"729","PunaMusta Media Oyj","PUMU.HE","Consumer Services","PunaMusta Media Oyj (PUMU.HE)"
"730","QPR Software Oyj","QPR1V.HE","Technology","QPR Software Oyj (QPR1V.HE)"
"731","Rapala VMC Oyj","RAP1V.HE","Consumer Goods","Rapala VMC Oyj (RAP1V.HE)"
"732","Raute Oyj A","RAUTE.HE","Industrials","Raute Oyj A (RAUTE.HE)"
"733","Robit Oyj","ROBIT.HE","Industrials","Robit Oyj (ROBIT.HE)"
"734","Saga Furs Oyj C","SAGCV.HE","Consumer Goods","Saga Furs Oyj C (SAGCV.HE)"
"735","Sievi Capital Oyj","SIEVI.HE","Financials","Sievi Capital Oyj (SIEVI.HE)"
"736","Siili Solutions Oyj","SIILI.HE","Technology","Siili Solutions Oyj (SIILI.HE)"
"737","Silmäasema Oyj","SILMA.HE","Health Care","Silmäasema Oyj (SILMA.HE)"
"738","Solteq Oyj","SOLTEQ.HE","Technology","Solteq Oyj (SOLTEQ.HE)"
"739","Soprano Oyj","SOPRA.HE","Technology","Soprano Oyj (SOPRA.HE)"
"740","Sotkamo Silver AB","SOSI1.HE","Basic Materials","Sotkamo Silver AB (SOSI1.HE)"
"741","SRV Yhtiöt Oyj","SRV1V.HE","Industrials","SRV Yhtiöt Oyj (SRV1V.HE)"
"742","SSH Communications Security","SSH1V.HE","Technology","SSH Communications Security (SSH1V.HE)"
"743","Suominen Oyj","SUY1V.HE","Consumer Goods","Suominen Oyj (SUY1V.HE)"
"744","Tecnotree Oyj","TEM1V.HE","Technology","Tecnotree Oyj (TEM1V.HE)"
"745","Teleste Oyj","TLT1V.HE","Technology","Teleste Oyj (TLT1V.HE)"
"746","Trainers´ House Oyj","TRH1V.HE","Technology","Trainers´ House Oyj (TRH1V.HE)"
"747","Tulikivi Oyj A","TULAV.HE","Industrials","Tulikivi Oyj A (TULAV.HE)"
"748","Plc Uutechnic Group Oyj","UUTEC.HE","Industrials","Plc Uutechnic Group Oyj (UUTEC.HE)"
"749","Valoe Oyj","VALOE.HE","Industrials","Valoe Oyj (VALOE.HE)"
"750","Wulff-Yhtiöt Oyj","WUF1V.HE","Industrials","Wulff-Yhtiöt Oyj (WUF1V.HE)"
"751","Yleiselektroniikka Oyj","YEINT.HE","Industrials","Yleiselektroniikka Oyj (YEINT.HE)"
"752","Arion banki","ARION.IC","Financials","Arion banki (ARION.IC)"
"753","Marel","MAREL.IC","Industrials","Marel (MAREL.IC)"
"754","Brim","BRIM.IC","Consumer Goods","Brim (BRIM.IC)"
"755","Eik fasteignafélag","EIK.IC","Financials","Eik fasteignafélag (EIK.IC)"
"756","Eimskipafélag Íslands","EIM.IC","Industrials","Eimskipafélag Íslands (EIM.IC)"
"757","Festi","FESTI.IC","Consumer Services","Festi (FESTI.IC)"
"758","Hagar","HAGA.IC","Consumer Services","Hagar (HAGA.IC)"
"759","Icelandair Group","ICEAIR.IC","Consumer Services","Icelandair Group (ICEAIR.IC)"
"760","Iceland Seafood International","ICESEA.IC","Consumer Services","Iceland Seafood International (ICESEA.IC)"
"761","Reginn","REGINN.IC","Financials","Reginn (REGINN.IC)"
"762","Reitir fasteignafélag","REITIR.IC","Financials","Reitir fasteignafélag (REITIR.IC)"
"763","Síminn","SIMINN.IC","Telecommunications","Síminn (SIMINN.IC)"
"764","Sjóvá-Almennar tryggingar","SJOVA.IC","Financials","Sjóvá-Almennar tryggingar (SJOVA.IC)"
"765","TM","TM.IC","Financials","TM (TM.IC)"
"766","Vátryggingafélag Íslands","VIS.IC","Financials","Vátryggingafélag Íslands (VIS.IC)"
"767","Heimavellir","HEIMA.IC","Financials","Heimavellir (HEIMA.IC)"
"768","Kvika banki","KVIKA.IC","Financials","Kvika banki (KVIKA.IC)"
"769","Origo","ORIGO.IC","Technology","Origo (ORIGO.IC)"
"770","Skeljungur","SKEL.IC","Oil & Gas","Skeljungur (SKEL.IC)"
"771","Sýn","SYN.IC","Telecommunications","Sýn (SYN.IC)"
"772","TRATON","8TRA.NO","Industrials","TRATON (8TRA.NO)"
"773","AAK","AAK.NO","Consumer Goods","AAK (AAK.NO)"
"774","ABB Ltd","ABB.NO","Industrials","ABB Ltd (ABB.NO)"
"775","Addtech B","ADDT-B.NO","Industrials","Addtech B (ADDT-B.NO)"
"776","ÅF Pöyry B","AF-B.NO","Industrials","ÅF Pöyry B (AF-B.NO)"
"777","Alfa Laval","ALFA.NO","Industrials","Alfa Laval (ALFA.NO)"
"778","Autoliv SDB","ALIV-SDB.NO","Consumer Goods","Autoliv SDB (ALIV-SDB.NO)"
"779","ALK-Abelló B","ALK-B.NO","Health Care","ALK-Abelló B (ALK-B.NO)"
"780","Alm. Brand","ALMB.NO","Financials","Alm. Brand (ALMB.NO)"
"781","Ahlstrom-Munksjö Oyj","AM1.NO","Basic Materials","Ahlstrom-Munksjö Oyj (AM1.NO)"
"782","Ahlstrom-Munksjö Oyj","AM1S.NO","Basic Materials","Ahlstrom-Munksjö Oyj (AM1S.NO)"
"783","Ambu","AMBU-B.NO","Health Care","Ambu (AMBU-B.NO)"
"784","Arion banki","ARION.NO","Financials","Arion banki (ARION.NO)"
"785","Arion Banki SDB","ARION-SDB.NO","Financials","Arion Banki SDB (ARION-SDB.NO)"
"786","Arjo B","ARJO-B.NO","Health Care","Arjo B (ARJO-B.NO)"
"787","ASSA ABLOY B","ASSA-B.NO","Industrials","ASSA ABLOY B (ASSA-B.NO)"
"788","Atlas Copco A","ATCO-A.NO","Industrials","Atlas Copco A (ATCO-A.NO)"
"789","Atlas Copco B","ATCO-B.NO","Industrials","Atlas Copco B (ATCO-B.NO)"
"790","Atrium Ljungberg B","ATRLJ-B.NO","Financials","Atrium Ljungberg B (ATRLJ-B.NO)"
"791","Attendo","ATT.NO","Health Care","Attendo (ATT.NO)"
"792","Axfood","AXFO.NO","Consumer Services","Axfood (AXFO.NO)"
"793","Avanza Bank Holding","AZA.NO","Financials","Avanza Bank Holding (AZA.NO)"
"794","AstraZeneca","AZN.NO","Health Care","AstraZeneca (AZN.NO)"
"795","Fast. Balder B","BALD-B.NO","Financials","Fast. Balder B (BALD-B.NO)"
"796","Beijer Ref B","BEIJ-B.NO","Industrials","Beijer Ref B (BEIJ-B.NO)"
"797","Betsson B","BETS-B.NO","Consumer Services","Betsson B (BETS-B.NO)"
"798","BillerudKorsnäs","BILL.NO","Basic Materials","BillerudKorsnäs (BILL.NO)"
"799","Boliden","BOL.NO","Basic Materials","Boliden (BOL.NO)"
"800","Bonava A","BONAV-A.NO","Financials","Bonava A (BONAV-A.NO)"
"801","Bonava B","BONAV-B.NO","Financials","Bonava B (BONAV-B.NO)"
"802","Bravida Holding","BRAV.NO","Industrials","Bravida Holding (BRAV.NO)"
"803","Carlsberg A","CARL-A.NO","Consumer Goods","Carlsberg A (CARL-A.NO)"
"804","Carlsberg B","CARL-B.NO","Consumer Goods","Carlsberg B (CARL-B.NO)"
"805","Castellum","CAST.NO","Financials","Castellum (CAST.NO)"
"806","Cargotec Oyj","CGCBV.NO","Industrials","Cargotec Oyj (CGCBV.NO)"
"807","Chr. Hansen Holding","CHR.NO","Health Care","Chr. Hansen Holding (CHR.NO)"
"808","Coloplast B","COLO-B.NO","Health Care","Coloplast B (COLO-B.NO)"
"809","Citycon Oyj","CTY1S.NO","Financials","Citycon Oyj (CTY1S.NO)"
"810","Danske Bank","DANSKE.NO","Financials","Danske Bank (DANSKE.NO)"
"811","Demant","DEMANT.NO","Health Care","Demant (DEMANT.NO)"
"812","DFDS","DFDS.NO","Industrials","DFDS (DFDS.NO)"
"813","Dometic Group","DOM.NO","Consumer Goods","Dometic Group (DOM.NO)"
"814","Drilling Company of 1972","DRLCO.NO","Oil & Gas","Drilling Company of 1972 (DRLCO.NO)"
"815","DSV Panalpina","DSV.NO","Industrials","DSV Panalpina (DSV.NO)"
"816","Elekta B","EKTA-B.NO","Health Care","Elekta B (EKTA-B.NO)"
"817","Elisa Oyj","ELISA.NO","Telecommunications","Elisa Oyj (ELISA.NO)"
"818","Electrolux A","ELUX-A.NO","Consumer Goods","Electrolux A (ELUX-A.NO)"
"819","Electrolux B","ELUX-B.NO","Consumer Goods","Electrolux B (ELUX-B.NO)"
"820","Epiroc A","EPI-A.NO","Industrials","Epiroc A (EPI-A.NO)"
"821","Epiroc B","EPI-B.NO","Industrials","Epiroc B (EPI-B.NO)"
"822","Electrolux Professional A","EPRO-A.NO","Consumer Goods","Electrolux Professional A (EPRO-A.NO)"
"823","Electrolux Professional B","EPRO-B.NO","Consumer Goods","Electrolux Professional B (EPRO-B.NO)"
"824","EQT","EQT.NO","Financials","EQT (EQT.NO)"
"825","Ericsson A","ERIC-A.NO","Technology","Ericsson A (ERIC-A.NO)"
"826","Ericsson B","ERIC-B.NO","Technology","Ericsson B (ERIC-B.NO)"
"827","Essity A","ESSITY-A.NO","Consumer Goods","Essity A (ESSITY-A.NO)"
"828","Essity B","ESSITY-B.NO","Consumer Goods","Essity B (ESSITY-B.NO)"
"829","Evolution Gaming Group","EVO.NO","Consumer Services","Evolution Gaming Group (EVO.NO)"
"830","Fabege","FABG.NO","Financials","Fabege (FABG.NO)"
"831","FLSmidth & Co.","FLS.NO","Industrials","FLSmidth & Co. (FLS.NO)"
"832","Fenix Outdoor International B","FOI-B.NO","Consumer Goods","Fenix Outdoor International B (FOI-B.NO)"
"833","Fortum Oyj","FORTUM.NO","Utilities","Fortum Oyj (FORTUM.NO)"
"834","Fastpartner A","FPAR-A.NO","Financials","Fastpartner A (FPAR-A.NO)"
"835","Fastpartner D","FPAR-D.NO","Financials","Fastpartner D (FPAR-D.NO)"
"836","Fastpartner Pref","FPAR-PREF.NO","Financials","Fastpartner Pref (FPAR-PREF.NO)"
"837","Fiskars Oyj Abp","FSKRS.NO","Consumer Goods","Fiskars Oyj Abp (FSKRS.NO)"
"838","G4S plc","G4S.NO","Industrials","G4S plc (G4S.NO)"
"839","Getinge B","GETI-B.NO","Health Care","Getinge B (GETI-B.NO)"
"840","Genmab","GMAB.NO","Health Care","Genmab (GMAB.NO)"
"841","GN Store Nord","GN.NO","Health Care","GN Store Nord (GN.NO)"
"842","Hexagon B","HEXA-B.NO","Technology","Hexagon B (HEXA-B.NO)"
"843","Hennes & Mauritz B","HM-B.NO","Consumer Services","Hennes & Mauritz B (HM-B.NO)"
"844","Holmen A","HOLM-A.NO","Basic Materials","Holmen A (HOLM-A.NO)"
"845","Holmen B","HOLM-B.NO","Basic Materials","Holmen B (HOLM-B.NO)"
"846","HEXPOL B","HPOL-B.NO","Basic Materials","HEXPOL B (HPOL-B.NO)"
"847","Hufvudstaden A","HUFV-A.NO","Financials","Hufvudstaden A (HUFV-A.NO)"
"848","Huhtamäki Oyj","HUH1V.NO","Industrials","Huhtamäki Oyj (HUH1V.NO)"
"849","Husqvarna A","HUSQ-A.NO","Consumer Goods","Husqvarna A (HUSQ-A.NO)"
"850","Husqvarna B","HUSQ-B.NO","Consumer Goods","Husqvarna B (HUSQ-B.NO)"
"851","ICA Gruppen","ICA.NO","Consumer Services","ICA Gruppen (ICA.NO)"
"852","Indutrade","INDT.NO","Industrials","Indutrade (INDT.NO)"
"853","Industrivärden A","INDU-A.NO","Financials","Industrivärden A (INDU-A.NO)"
"854","Industrivärden C","INDU-C.NO","Financials","Industrivärden C (INDU-C.NO)"
"855","Intrum","INTRUM.NO","Financials","Intrum (INTRUM.NO)"
"856","Investor A","INVE-A.NO","Financials","Investor A (INVE-A.NO)"
"857","Investor B","INVE-B.NO","Financials","Investor B (INVE-B.NO)"
"858","ISS","ISS.NO","Industrials","ISS (ISS.NO)"
"859","Jeudan","JDAN.NO","Financials","Jeudan (JDAN.NO)"
"860","JM","JM.NO","Financials","JM (JM.NO)"
"861","Jyske Bank","JYSK.NO","Financials","Jyske Bank (JYSK.NO)"
"862","Københavns Lufthavne","KBHL.NO","Industrials","Københavns Lufthavne (KBHL.NO)"
"863","Konecranes Oyj","KCR.NO","Industrials","Konecranes Oyj (KCR.NO)"
"864","Kemira Oyj","KEMIRA.NO","Basic Materials","Kemira Oyj (KEMIRA.NO)"
"865","Kesko Oyj A","KESKOA.NO","Consumer Services","Kesko Oyj A (KESKOA.NO)"
"866","Kesko Oyj B","KESKOB.NO","Consumer Services","Kesko Oyj B (KESKOB.NO)"
"867","Kindred Group","KIND-SDB.NO","Consumer Services","Kindred Group (KIND-SDB.NO)"
"868","Kinnevik A","KINV-A.NO","Financials","Kinnevik A (KINV-A.NO)"
"869","Kinnevik B","KINV-B.NO","Financials","Kinnevik B (KINV-B.NO)"
"870","Kungsleden","KLED.NO","Financials","Kungsleden (KLED.NO)"
"871","Klövern A","KLOV-A.NO","Financials","Klövern A (KLOV-A.NO)"
"872","Klövern B","KLOV-B.NO","Financials","Klövern B (KLOV-B.NO)"
"873","Klövern pref","KLOV-PREF.NO","Financials","Klövern pref (KLOV-PREF.NO)"
"874","KONE Oyj","KNEBV.NO","Industrials","KONE Oyj (KNEBV.NO)"
"875","Kojamo Oyj","KOJAMO.NO","Financials","Kojamo Oyj (KOJAMO.NO)"
"876","Latour B","LATO-B.NO","Financials","Latour B (LATO-B.NO)"
"877","Lifco B","LIFCO-B.NO","Industrials","Lifco B (LIFCO-B.NO)"
"878","Loomis B","LOOM-B.NO","Industrials","Loomis B (LOOM-B.NO)"
"879","Lundin Mining Corporation","LUMI.NO","Basic Materials","Lundin Mining Corporation (LUMI.NO)"
"880","Lundbeck","LUN.NO","Health Care","Lundbeck (LUN.NO)"
"881","Lundbergföretagen B","LUND-B.NO","Financials","Lundbergföretagen B (LUND-B.NO)"
"882","Lundin Energy","LUNE.NO","Oil & Gas","Lundin Energy (LUNE.NO)"
"883","A.P. Møller - Mærsk A","MAERSK-A.NO","Industrials","A.P. Møller - Mærsk A (MAERSK-A.NO)"
"884","A.P. Møller - Mærsk B","MAERSK-B.NO","Industrials","A.P. Møller - Mærsk B (MAERSK-B.NO)"
"885","Marel","MAREL.NO","Industrials","Marel (MAREL.NO)"
"886","Medicover B","MCOV-B.NO","Health Care","Medicover B (MCOV-B.NO)"
"887","Metsä Board Oyj A","METSA.NO","Basic Materials","Metsä Board Oyj A (METSA.NO)"
"888","Metsä Board Oyj B","METSB.NO","Basic Materials","Metsä Board Oyj B (METSB.NO)"
"889","Metso Oyj","METSO.NO","Industrials","Metso Oyj (METSO.NO)"
"890","Modern Times Group A","MTG-A.NO","Consumer Services","Modern Times Group A (MTG-A.NO)"
"891","Modern Times Group B","MTG-B.NO","Consumer Services","Modern Times Group B (MTG-B.NO)"
"892","Mycronic","MYCR.NO","Industrials","Mycronic (MYCR.NO)"
"893","NCC A","NCC-A.NO","Industrials","NCC A (NCC-A.NO)"
"894","NCC B","NCC-B.NO","Industrials","NCC B (NCC-B.NO)"
"895","Nordea Bank Abp","NDA-DK.NO","Financials","Nordea Bank Abp (NDA-DK.NO)"
"896","Nordea Bank Abp","NDA-FI.NO","Financials","Nordea Bank Abp (NDA-FI.NO)"
"897","Nordea Bank Abp","NDA-SE.NO","Financials","Nordea Bank Abp (NDA-SE.NO)"
"898","Nordic Entertainment Group A","NENT-A.NO","Consumer Services","Nordic Entertainment Group A (NENT-A.NO)"
"899","Nordic Entertainment Group B","NENT-B.NO","Consumer Services","Nordic Entertainment Group B (NENT-B.NO)"
"900","Neste Oyj","NESTE.NO","Oil & Gas","Neste Oyj (NESTE.NO)"
"901","Netcompany Group","NETC.NO","Technology","Netcompany Group (NETC.NO)"
"902","NIBE Industrier B","NIBE-B.NO","Industrials","NIBE Industrier B (NIBE-B.NO)"
"903","Nobia","NOBI.NO","Consumer Goods","Nobia (NOBI.NO)"
"904","Nokia Oyj","NOKIA.NO","Technology","Nokia Oyj (NOKIA.NO)"
"905","Nolato B","NOLA-B.NO","Industrials","Nolato B (NOLA-B.NO)"
