"","Name","Ticker","Sector","name_tick"
"1528","Incus Investor","INCo.NO","","Incus Investor (INCo.NO)"
"1529","Infront","INFRNTo.NO","","Infront (INFRNTo.NO)"
"1530","Insr Insurance Group","INSRo.NO","","Insr Insurance Group (INSRo.NO)"
"1531","Interoil Exploration and Prod.","IOXo.NO","","Interoil Exploration and Prod. (IOXo.NO)"
"1532","Itera","ITEo.NO","","Itera (ITEo.NO)"
"1533","Jinhui Shipping and Transport.","JINo.NO","","Jinhui Shipping and Transport. (JINo.NO)"
"1534","Klaveness Combination Carriers","KCCo.NO","","Klaveness Combination Carriers (KCCo.NO)"
"1535","Kid","KIDo.NO","","Kid (KIDo.NO)"
"1536","Kitron","KITo.NO","","Kitron (KITo.NO)"
"1537","Kongsberg Automotive","KOAo.NO","Consumer Goods","Kongsberg Automotive (KOAo.NO)"
"1538","Kongsberg Gruppen","KOGo.NO","","Kongsberg Gruppen (KOGo.NO)"
"1539","Komplett Bank","KOMPo.NO","","Komplett Bank (KOMPo.NO)"
"1540","Kværner","KVAERo.NO","","Kværner (KVAERo.NO)"
"1541","Lerøy Seafood Group","LSGo.NO","","Lerøy Seafood Group (LSGo.NO)"
"1542","Medistim","MEDIo.NO","","Medistim (MEDIo.NO)"
"1543","Magnora","MGNo.NO","Oil & Gas","Magnora (MGNo.NO)"
"1544","Mowi","MOWIo.NO","Consumer Goods","Mowi (MOWIo.NO)"
"1545","MPC Container Ships","MPCCo.NO","","MPC Container Ships (MPCCo.NO)"
"1546","Magseis Fairfield","MSEISo.NO","Oil & Gas","Magseis Fairfield (MSEISo.NO)"
"1547","Multiconsult","MULTIo.NO","","Multiconsult (MULTIo.NO)"
"1548","Nordic Nanovector","NANOo.NO","","Nordic Nanovector (NANOo.NO)"
"1549","Napatech","NAPAo.NO","","Napatech (NAPAo.NO)"
"1550","Norwegian Air Shuttle","NASo.NO","","Norwegian Air Shuttle (NASo.NO)"
"1551","NattoPharma","NATTOo.NO","Consumer Goods","NattoPharma (NATTOo.NO)"
"1552","Navamedic","NAVAo.NO","","Navamedic (NAVAo.NO)"
"1553","NEL","NELo.NO","","NEL (NELo.NO)"
"1554","NEXT Biometrics Group","NEXTo.NO","","NEXT Biometrics Group (NEXTo.NO)"
"1555","Norsk Hydro","NHYo.NO","Basic Materials","Norsk Hydro (NHYo.NO)"
"1556","Nekkar","NKRo.NO","","Nekkar (NKRo.NO)"
"1557","Northern Drilling","NODLo.NO","","Northern Drilling (NODLo.NO)"
"1558","Nordic Semiconductor","NODo.NO","","Nordic Semiconductor (NODo.NO)"
"1559","Norwegian Finans Holding","NOFIo.NO","","Norwegian Finans Holding (NOFIo.NO)"
"1560","Northern Ocean","NOLo.NO","","Northern Ocean (NOLo.NO)"
"1561","Nordic Mining","NOMo.NO","","Nordic Mining (NOMo.NO)"
"1562","Norbit","NORBITo.NO","","Norbit (NORBITo.NO)"
"1563","North Energy","NORTHo.NO","","North Energy (NORTHo.NO)"
"1564","Norwegian Energy Company","NORo.NO","","Norwegian Energy Company (NORo.NO)"
"1565","Norwegian Property","NPROo.NO","Financials","Norwegian Property (NPROo.NO)"
"1566","NRC Group","NRCo.NO","","NRC Group (NRCo.NO)"
"1567","Norway Royal Salmon","NRSo.NO","","Norway Royal Salmon (NRSo.NO)"
"1568","Norske Skog","NSKOGo.NO","","Norske Skog (NSKOGo.NO)"
"1569","NTS","NTSo.NO","","NTS (NTSo.NO)"
"1570","Observe Medical","OBSERVo.NO","","Observe Medical (OBSERVo.NO)"
"1571","Ocean Yield","OCYo.NO","","Ocean Yield (OCYo.NO)"
"1572","Odfjell B","ODFBo.NO","","Odfjell B (ODFBo.NO)"
"1573","Odfjell A","ODFo.NO","","Odfjell A (ODFo.NO)"
"1574","Odfjell Drilling Ltd","ODLo.NO","","Odfjell Drilling Ltd (ODLo.NO)"
"1575","Okeanis Eco Tankers","OETo.NO","","Okeanis Eco Tankers (OETo.NO)"
"1576","Okea","OKEAo.NO","","Okea (OKEAo.NO)"
"1577","Olav Thon Eiendomsselskap","OLTo.NO","","Olav Thon Eiendomsselskap (OLTo.NO)"
"1578","Orkla","ORKo.NO","Industrials","Orkla (ORKo.NO)"
"1579","Otello Corporation","OTELLOo.NO","","Otello Corporation (OTELLOo.NO)"
"1580","Oceanteam","OTSo.NO","","Oceanteam (OTSo.NO)"
"1581","Pareto Bank","PARBo.NO","","Pareto Bank (PARBo.NO)"
"1582","PCI Biotech Holding","PCIBo.NO","","PCI Biotech Holding (PCIBo.NO)"
"1583","Panoro Energy","PENo.NO","","Panoro Energy (PENo.NO)"
"1584","PGS","PGSo.NO","Oil & Gas","PGS (PGSo.NO)"
"1585","Philly Shipyard","PHLYo.NO","","Philly Shipyard (PHLYo.NO)"
"1586","Photocure","PHOo.NO","","Photocure (PHOo.NO)"
"1587","Polarcus","PLCSo.NO","","Polarcus (PLCSo.NO)"
"1588","poLight","PLTo.NO","","poLight (PLTo.NO)"
"1589","PetroNor E&P","PNORo.NO","","PetroNor E&P (PNORo.NO)"
"1590","Polaris Media","POLo.NO","","Polaris Media (POLo.NO)"
"1591","Pioneer Property Group Pref","PPG-PREFo.NO","","Pioneer Property Group Pref (PPG-PREFo.NO)"
"1592","Protector Forsikring","PROTCTo.NO","","Protector Forsikring (PROTCTo.NO)"
"1593","Prosafe","PRSo.NO","Oil & Gas","Prosafe (PRSo.NO)"
"1594","Petrolia","PSEo.NO","","Petrolia (PSEo.NO)"
"1595","Questerre Energy","QECo.NO","Oil & Gas","Questerre Energy (QECo.NO)"
"1596","Q-Free","QFRo.NO","","Q-Free (QFRo.NO)"
"1597","RAK Petroleum","RAKPo.NO","","RAK Petroleum (RAKPo.NO)"
"1598","Reach Subsea","REACHo.NO","","Reach Subsea (REACHo.NO)"
"1599","REC Silicon","RECo.NO","Oil & Gas","REC Silicon (RECo.NO)"
"1600","GC Rieber Shipping","RISHo.NO","","GC Rieber Shipping (RISHo.NO)"
"1601","RomReal","ROMo.NO","","RomReal (ROMo.NO)"
"1602","Saga Tankers","SAGAo.NO","","Saga Tankers (SAGAo.NO)"
"1603","Salmones Camanchaca","SALMONo.NO","","Salmones Camanchaca (SALMONo.NO)"
"1604","SalMar","SALMo.NO","","SalMar (SALMo.NO)"
"1605","SAS","SAS-NOKo.NO","Consumer Services","SAS (SAS-NOKo.NO)"
"1606","SATS","SATSo.NO","","SATS (SATSo.NO)"
"1607","Sbanken","SBANKo.NO","","Sbanken (SBANKo.NO)"
"1608","Star Bulk Carriers","SBLKo.NO","","Star Bulk Carriers (SBLKo.NO)"
"1609","Selvaag Bolig","SBOo.NO","","Selvaag Bolig (SBOo.NO)"
"1610","SeaBird Exploration","SBXo.NO","","SeaBird Exploration (SBXo.NO)"
"1611","Schibsted A","SCHAo.NO","Consumer Services","Schibsted A (SCHAo.NO)"
"1612","Schibsted B","SCHBo.NO","Consumer Services","Schibsted B (SCHBo.NO)"
"1613","Seadrill","SDRLo.NO","Oil & Gas","Seadrill (SDRLo.NO)"
"1614","S.D. Standard Drilling","SDSDo.NO","","S.D. Standard Drilling (SDSDo.NO)"
"1615","Shelf Drilling","SHLFo.NO","","Shelf Drilling (SHLFo.NO)"
"1616","Siem Offshore","SIOFFo.NO","","Siem Offshore (SIOFFo.NO)"
"1617","Stolt-Nielsen","SNIo.NO","","Stolt-Nielsen (SNIo.NO)"
"1618","Solstad Offshore","SOFFo.NO","","Solstad Offshore (SOFFo.NO)"
"1619","Solon Eiendom","SOLONo.NO","","Solon Eiendom (SOLONo.NO)"
"1620","SpareBank 1 SR-Bank","SRBANKo.NO","","SpareBank 1 SR-Bank (SRBANKo.NO)"
"1621","Self Storage Group","SSGo.NO","","Self Storage Group (SSGo.NO)"
"1622","Scatec Solar","SSOo.NO","","Scatec Solar (SSOo.NO)"
"1623","Storebrand","STBo.NO","Financials","Storebrand (STBo.NO)"
"1624","Storm Real Estate","STORMo.NO","","Storm Real Estate (STORMo.NO)"
"1625","StrongPoint","STRONGo.NO","","StrongPoint (STRONGo.NO)"
"1626","Subsea 7 S.A.","SUBCo.NO","Oil & Gas","Subsea 7 S.A. (SUBCo.NO)"
"1627","Team Tankers International","TEAMo.NO","","Team Tankers International (TEAMo.NO)"
"1628","Techstep","TECHo.NO","","Techstep (TECHo.NO)"
"1629","Telenor","TELo.NO","Telecommunications","Telenor (TELo.NO)"
"1630","TGS-NOPEC Geophysical Company","TGSo.NO","Oil & Gas","TGS-NOPEC Geophysical Company (TGSo.NO)"
"1631","Thin Film Electronics","THINo.NO","","Thin Film Electronics (THINo.NO)"
"1632","TietoEVRY Oyj","TIETOOo.NO","Technology","TietoEVRY Oyj (TIETOOo.NO)"
"1633","Tomra Systems","TOMo.NO","Industrials","Tomra Systems (TOMo.NO)"
"1634","Treasure","TREo.NO","","Treasure (TREo.NO)"
"1635","Targovax","TRVXo.NO","","Targovax (TRVXo.NO)"
"1636","Ultimovacs","ULTIMOo.NO","","Ultimovacs (ULTIMOo.NO)"
"1637","Veidekke","VEIo.NO","","Veidekke (VEIo.NO)"
"1638","Vistin Pharma","VISTINo.NO","","Vistin Pharma (VISTINo.NO)"
"1639","Vow","VOWo.NO","Oil & Gas","Vow (VOWo.NO)"
"1640","Voss Veksel- og Landmandsbank","VVLo.NO","","Voss Veksel- og Landmandsbank (VVLo.NO)"
"1641","Wallenius Wilhelmsen","WALWILo.NO","","Wallenius Wilhelmsen (WALWILo.NO)"
"1642","Wilson","WILSo.NO","","Wilson (WILSo.NO)"
"1643","Webstep","WSTEPo.NO","","Webstep (WSTEPo.NO)"
"1644","Wilh. Wilhelmsen Holding B","WWIBo.NO","","Wilh. Wilhelmsen Holding B (WWIBo.NO)"
"1645","Wilh. Wilhelmsen Holding A","WWIo.NO","","Wilh. Wilhelmsen Holding A (WWIo.NO)"
"1646","XXL","XXLo.NO","","XXL (XXLo.NO)"
"1647","Yara International","YARo.NO","Basic Materials","Yara International (YARo.NO)"
"1648","Zalaris","ZALo.NO","","Zalaris (ZALo.NO)"
"1649","TRATON","8TRA.ST","Industrials","TRATON (8TRA.ST)"
"1650","AAK","AAK.ST","Consumer Goods","AAK (AAK.ST)"
"1651","ABB Ltd","ABB.ST","Industrials","ABB Ltd (ABB.ST)"
"1652","Addtech B","ADDT-B.ST","Industrials","Addtech B (ADDT-B.ST)"
"1653","ÅF Pöyry B","AF-B.ST","Industrials","ÅF Pöyry B (AF-B.ST)"
"1654","Alfa Laval","ALFA.ST","Industrials","Alfa Laval (ALFA.ST)"
"1655","Autoliv SDB","ALIV-SDB.ST","Consumer Goods","Autoliv SDB (ALIV-SDB.ST)"
"1656","Ahlstrom-Munksjö Oyj","AM1S.ST","Basic Materials","Ahlstrom-Munksjö Oyj (AM1S.ST)"
"1657","Arion Banki SDB","ARION-SDB.ST","Financials","Arion Banki SDB (ARION-SDB.ST)"
"1658","Arjo B","ARJO-B.ST","Health Care","Arjo B (ARJO-B.ST)"
"1659","ASSA ABLOY B","ASSA-B.ST","Industrials","ASSA ABLOY B (ASSA-B.ST)"
"1660","Atlas Copco A","ATCO-A.ST","Industrials","Atlas Copco A (ATCO-A.ST)"
"1661","Atlas Copco B","ATCO-B.ST","Industrials","Atlas Copco B (ATCO-B.ST)"
"1662","Atrium Ljungberg B","ATRLJ-B.ST","Financials","Atrium Ljungberg B (ATRLJ-B.ST)"
"1663","Attendo","ATT.ST","Health Care","Attendo (ATT.ST)"
"1664","Axfood","AXFO.ST","Consumer Services","Axfood (AXFO.ST)"
"1665","Avanza Bank Holding","AZA.ST","Financials","Avanza Bank Holding (AZA.ST)"
"1666","AstraZeneca","AZN.ST","Health Care","AstraZeneca (AZN.ST)"
"1667","Fast. Balder B","BALD-B.ST","Financials","Fast. Balder B (BALD-B.ST)"
"1668","Beijer Ref B","BEIJ-B.ST","Industrials","Beijer Ref B (BEIJ-B.ST)"
"1669","Betsson B","BETS-B.ST","Consumer Services","Betsson B (BETS-B.ST)"
"1670","BillerudKorsnäs","BILL.ST","Basic Materials","BillerudKorsnäs (BILL.ST)"
"1671","Boliden","BOL.ST","Basic Materials","Boliden (BOL.ST)"
"1672","Bonava A","BONAV-A.ST","Financials","Bonava A (BONAV-A.ST)"
"1673","Bonava B","BONAV-B.ST","Financials","Bonava B (BONAV-B.ST)"
"1674","Bravida Holding","BRAV.ST","Industrials","Bravida Holding (BRAV.ST)"
"1675","Castellum","CAST.ST","Financials","Castellum (CAST.ST)"
"1676","Dometic Group","DOM.ST","Consumer Goods","Dometic Group (DOM.ST)"
"1677","Elekta B","EKTA-B.ST","Health Care","Elekta B (EKTA-B.ST)"
"1678","Electrolux A","ELUX-A.ST","Consumer Goods","Electrolux A (ELUX-A.ST)"
"1679","Electrolux B","ELUX-B.ST","Consumer Goods","Electrolux B (ELUX-B.ST)"
"1680","Epiroc A","EPI-A.ST","Industrials","Epiroc A (EPI-A.ST)"
"1681","Epiroc B","EPI-B.ST","Industrials","Epiroc B (EPI-B.ST)"
"1682","Electrolux Professional A","EPRO-A.ST","Consumer Goods","Electrolux Professional A (EPRO-A.ST)"
"1683","Electrolux Professional B","EPRO-B.ST","Consumer Goods","Electrolux Professional B (EPRO-B.ST)"
"1684","EQT","EQT.ST","Financials","EQT (EQT.ST)"
"1685","Ericsson A","ERIC-A.ST","Technology","Ericsson A (ERIC-A.ST)"
"1686","Ericsson B","ERIC-B.ST","Technology","Ericsson B (ERIC-B.ST)"
"1687","Essity A","ESSITY-A.ST","Consumer Goods","Essity A (ESSITY-A.ST)"
"1688","Essity B","ESSITY-B.ST","Consumer Goods","Essity B (ESSITY-B.ST)"
"1689","Evolution Gaming Group","EVO.ST","Consumer Services","Evolution Gaming Group (EVO.ST)"
"1690","Fabege","FABG.ST","Financials","Fabege (FABG.ST)"
"1691","Fenix Outdoor International B","FOI-B.ST","Consumer Goods","Fenix Outdoor International B (FOI-B.ST)"
"1692","Fastpartner A","FPAR-A.ST","Financials","Fastpartner A (FPAR-A.ST)"
"1693","Fastpartner D","FPAR-D.ST","Financials","Fastpartner D (FPAR-D.ST)"
"1694","Fastpartner Pref","FPAR-PREF.ST","Financials","Fastpartner Pref (FPAR-PREF.ST)"
"1695","Getinge B","GETI-B.ST","Health Care","Getinge B (GETI-B.ST)"
"1696","Hexagon B","HEXA-B.ST","Technology","Hexagon B (HEXA-B.ST)"
"1697","Hennes & Mauritz B","HM-B.ST","Consumer Services","Hennes & Mauritz B (HM-B.ST)"
"1698","Holmen A","HOLM-A.ST","Basic Materials","Holmen A (HOLM-A.ST)"
"1699","Holmen B","HOLM-B.ST","Basic Materials","Holmen B (HOLM-B.ST)"
"1700","HEXPOL B","HPOL-B.ST","Basic Materials","HEXPOL B (HPOL-B.ST)"
"1701","Hufvudstaden A","HUFV-A.ST","Financials","Hufvudstaden A (HUFV-A.ST)"
"1702","Husqvarna A","HUSQ-A.ST","Consumer Goods","Husqvarna A (HUSQ-A.ST)"
"1703","Husqvarna B","HUSQ-B.ST","Consumer Goods","Husqvarna B (HUSQ-B.ST)"
"1704","ICA Gruppen","ICA.ST","Consumer Services","ICA Gruppen (ICA.ST)"
"1705","Indutrade","INDT.ST","Industrials","Indutrade (INDT.ST)"
"1706","Industrivärden A","INDU-A.ST","Financials","Industrivärden A (INDU-A.ST)"
"1707","Industrivärden C","INDU-C.ST","Financials","Industrivärden C (INDU-C.ST)"
"1708","Intrum","INTRUM.ST","Financials","Intrum (INTRUM.ST)"
"1709","Investor A","INVE-A.ST","Financials","Investor A (INVE-A.ST)"
"1710","Investor B","INVE-B.ST","Financials","Investor B (INVE-B.ST)"
"1711","JM","JM.ST","Financials","JM (JM.ST)"
"1712","Kindred Group","KIND-SDB.ST","Consumer Services","Kindred Group (KIND-SDB.ST)"
"1713","Kinnevik A","KINV-A.ST","Financials","Kinnevik A (KINV-A.ST)"
"1714","Kinnevik B","KINV-B.ST","Financials","Kinnevik B (KINV-B.ST)"
"1715","Kungsleden","KLED.ST","Financials","Kungsleden (KLED.ST)"
"1716","Klövern A","KLOV-A.ST","Financials","Klövern A (KLOV-A.ST)"
"1717","Klövern B","KLOV-B.ST","Financials","Klövern B (KLOV-B.ST)"
"1718","Klövern pref","KLOV-PREF.ST","Financials","Klövern pref (KLOV-PREF.ST)"
"1719","Latour B","LATO-B.ST","Financials","Latour B (LATO-B.ST)"
"1720","Lifco B","LIFCO-B.ST","Industrials","Lifco B (LIFCO-B.ST)"
"1721","Loomis B","LOOM-B.ST","Industrials","Loomis B (LOOM-B.ST)"
"1722","Lundin Mining Corporation","LUMI.ST","Basic Materials","Lundin Mining Corporation (LUMI.ST)"
"1723","Lundbergföretagen B","LUND-B.ST","Financials","Lundbergföretagen B (LUND-B.ST)"
"1724","Lundin Energy","LUNE.ST","Oil & Gas","Lundin Energy (LUNE.ST)"
"1725","Medicover B","MCOV-B.ST","Health Care","Medicover B (MCOV-B.ST)"
"1726","Modern Times Group A","MTG-A.ST","Consumer Services","Modern Times Group A (MTG-A.ST)"
"1727","Modern Times Group B","MTG-B.ST","Consumer Services","Modern Times Group B (MTG-B.ST)"
"1728","Mycronic","MYCR.ST","Industrials","Mycronic (MYCR.ST)"
"1729","NCC A","NCC-A.ST","Industrials","NCC A (NCC-A.ST)"
"1730","NCC B","NCC-B.ST","Industrials","NCC B (NCC-B.ST)"
"1731","Nordea Bank Abp","NDA-SE.ST","Financials","Nordea Bank Abp (NDA-SE.ST)"
"1732","Nordic Entertainment Group A","NENT-A.ST","Consumer Services","Nordic Entertainment Group A (NENT-A.ST)"
"1733","Nordic Entertainment Group B","NENT-B.ST","Consumer Services","Nordic Entertainment Group B (NENT-B.ST)"
"1734","NIBE Industrier B","NIBE-B.ST","Industrials","NIBE Industrier B (NIBE-B.ST)"
"1735","Nobia","NOBI.ST","Consumer Goods","Nobia (NOBI.ST)"
"1736","Nolato B","NOLA-B.ST","Industrials","Nolato B (NOLA-B.ST)"
"1737","Nyfosa","NYF.ST","Financials","Nyfosa (NYF.ST)"
"1738","Peab B","PEAB-B.ST","Industrials","Peab B (PEAB-B.ST)"
"1739","Pandox B","PNDX-B.ST","Financials","Pandox B (PNDX-B.ST)"
"1740","Ratos A","RATO-A.ST","Financials","Ratos A (RATO-A.ST)"
"1741","Ratos B","RATO-B.ST","Financials","Ratos B (RATO-B.ST)"
"1742","Resurs Holding","RESURS.ST","Financials","Resurs Holding (RESURS.ST)"
"1743","SAAB B","SAAB-B.ST","Industrials","SAAB B (SAAB-B.ST)"
"1744","Sagax A","SAGA-A.ST","Financials","Sagax A (SAGA-A.ST)"
"1745","Sagax B","SAGA-B.ST","Financials","Sagax B (SAGA-B.ST)"
"1746","Sagax D","SAGA-D.ST","Financials","Sagax D (SAGA-D.ST)"
"1747","Sagax pref","SAGA-PREF.ST","Financials","Sagax pref (SAGA-PREF.ST)"
"1748","Sandvik","SAND.ST","Industrials","Sandvik (SAND.ST)"
"1749","Samhällsbyggnadsbo. i Norden B","SBB-B.ST","Financials","Samhällsbyggnadsbo. i Norden B (SBB-B.ST)"
"1750","Samhällsbyggnadsbo. i Norden D","SBB-D.ST","Financials","Samhällsbyggnadsbo. i Norden D (SBB-D.ST)"
"1751","SCA A","SCA-A.ST","Basic Materials","SCA A (SCA-A.ST)"
"1752","SCA B","SCA-B.ST","Basic Materials","SCA B (SCA-B.ST)"
"1753","SEB A","SEB-A.ST","Financials","SEB A (SEB-A.ST)"
"1754","SEB C","SEB-C.ST","Financials","SEB C (SEB-C.ST)"
"1755","Securitas B","SECU-B.ST","Industrials","Securitas B (SECU-B.ST)"
"1756","Sv. Handelsbanken A","SHB-A.ST","Financials","Sv. Handelsbanken A (SHB-A.ST)"
"1757","Sv. Handelsbanken B","SHB-B.ST","Financials","Sv. Handelsbanken B (SHB-B.ST)"
"1758","Skanska B","SKA-B.ST","Industrials","Skanska B (SKA-B.ST)"
"1759","SKF A","SKF-A.ST","Industrials","SKF A (SKF-A.ST)"
"1760","SKF B","SKF-B.ST","Industrials","SKF B (SKF-B.ST)"
"1761","Swedish Orphan Biovitrum","SOBI.ST","Health Care","Swedish Orphan Biovitrum (SOBI.ST)"
"1762","SSAB A","SSAB-A.ST","Basic Materials","SSAB A (SSAB-A.ST)"
"1763","SSAB B","SSAB-B.ST","Basic Materials","SSAB B (SSAB-B.ST)"
"1764","Stora Enso A","STE-A.ST","Basic Materials","Stora Enso A (STE-A.ST)"
"1765","Stora Enso R","STE-R.ST","Basic Materials","Stora Enso R (STE-R.ST)"
"1766","SWECO A","SWEC-A.ST","Industrials","SWECO A (SWEC-A.ST)"
"1767","SWECO B","SWEC-B.ST","Industrials","SWECO B (SWEC-B.ST)"
"1768","Swedbank A","SWED-A.ST","Financials","Swedbank A (SWED-A.ST)"
"1769","Swedish Match","SWMA.ST","Consumer Goods","Swedish Match (SWMA.ST)"
"1770","Tele2 A","TEL2-A.ST","Telecommunications","Tele2 A (TEL2-A.ST)"
"1771","Tele2 B","TEL2-B.ST","Telecommunications","Tele2 B (TEL2-B.ST)"
"1772","Telia Company","TELIA.ST","Telecommunications","Telia Company (TELIA.ST)"
"1773","Thule Group","THULE.ST","Consumer Goods","Thule Group (THULE.ST)"
"1774","TietoEVRY Oyj","TIETOS.ST","Technology","TietoEVRY Oyj (TIETOS.ST)"
"1775","Millicom Int. Cellular SDB","TIGO-SDB.ST","Telecommunications","Millicom Int. Cellular SDB (TIGO-SDB.ST)"
"1776","Trelleborg B","TREL-B.ST","Industrials","Trelleborg B (TREL-B.ST)"
"1777","Vitrolife","VITR.ST","Health Care","Vitrolife (VITR.ST)"
"1778","Veoneer SDB","VNE-SDB.ST","Consumer Goods","Veoneer SDB (VNE-SDB.ST)"
"1779","Volvo A","VOLV-A.ST","Industrials","Volvo A (VOLV-A.ST)"
"1780","Volvo B","VOLV-B.ST","Industrials","Volvo B (VOLV-B.ST)"
"1781","Wallenstam B","WALL-B.ST","Financials","Wallenstam B (WALL-B.ST)"
"1782","Wihlborgs Fastigheter","WIHL.ST","Financials","Wihlborgs Fastigheter (WIHL.ST)"
"1783","AcadeMedia","ACAD.ST","Consumer Services","AcadeMedia (ACAD.ST)"
"1784","Adapteo","ADAPT.ST","Financials","Adapteo (ADAPT.ST)"
"1785","AddLife B","ALIF-B.ST","Health Care","AddLife B (ALIF-B.ST)"
"1786","Alimak Group","ALIG.ST","Industrials","Alimak Group (ALIG.ST)"
"1787","Ambea","AMBEA.ST","Health Care","Ambea (AMBEA.ST)"
"1788","Addnode Group B","ANOD-B.ST","Technology","Addnode Group B (ANOD-B.ST)"
"1789","Africa Oil","AOI.ST","Oil & Gas","Africa Oil (AOI.ST)"
"1790","AQ Group","AQ.ST","Industrials","AQ Group (AQ.ST)"
"1791","Alligator Bioscience","ATORX.ST","Health Care","Alligator Bioscience (ATORX.ST)"
"1792","Beijer Alma B","BEIA-B.ST","Industrials","Beijer Alma B (BEIA-B.ST)"
"1793","Bergman & Beving B","BERG-B.ST","Industrials","Bergman & Beving B (BERG-B.ST)"
"1794","Besqab","BESQ.ST","Financials","Besqab (BESQ.ST)"
"1795","Better Collective","BETCO.ST","Consumer Services","Better Collective (BETCO.ST)"
"1796","Bygghemma Group First","BHG.ST","Consumer Services","Bygghemma Group First (BHG.ST)"
"1797","Bilia A","BILI-A.ST","Consumer Services","Bilia A (BILI-A.ST)"
"1798","BioArctic B","BIOA-B.ST","Health Care","BioArctic B (BIOA-B.ST)"
"1799","BioGaia B","BIOG-B.ST","Health Care","BioGaia B (BIOG-B.ST)"
"1800","Biotage","BIOT.ST","Health Care","Biotage (BIOT.ST)"
"1801","Byggmax Group","BMAX.ST","Consumer Services","Byggmax Group (BMAX.ST)"
"1802","Boozt","BOOZT.ST","Consumer Services","Boozt (BOOZT.ST)"
"1803","BTS Group B","BTS-B.ST","Industrials","BTS Group B (BTS-B.ST)"
"1804","Bufab","BUFAB.ST","Industrials","Bufab (BUFAB.ST)"
"1805","Bulten","BULTEN.ST","Consumer Goods","Bulten (BULTEN.ST)"
"1806","Bure Equity","BURE.ST","Financials","Bure Equity (BURE.ST)"
"1807","Calliditas Therapeutics","CALTX.ST","Health Care","Calliditas Therapeutics (CALTX.ST)"
"1808","Camurus","CAMX.ST","Health Care","Camurus (CAMX.ST)"
"1809","Catella A","CAT-A.ST","Financials","Catella A (CAT-A.ST)"
"1810","Catella B","CAT-B.ST","Financials","Catella B (CAT-B.ST)"
"1811","Catena","CATE.ST","Financials","Catena (CATE.ST)"
"1812","Cavotec","CCC.ST","Industrials","Cavotec (CCC.ST)"
"1813","CellaVision","CEVI.ST","Health Care","CellaVision (CEVI.ST)"
"1814","Cloetta B","CLA-B.ST","Consumer Goods","Cloetta B (CLA-B.ST)"
"1815","Clas Ohlson B","CLAS-B.ST","Consumer Services","Clas Ohlson B (CLAS-B.ST)"
"1816","Concentric","COIC.ST","Industrials","Concentric (COIC.ST)"
"1817","Collector","COLL.ST","Financials","Collector (COLL.ST)"
"1818","Coor Service Management Hold.","COOR.ST","Industrials","Coor Service Management Hold. (COOR.ST)"
"1819","Corem Property Group A","CORE-A.ST","Financials","Corem Property Group A (CORE-A.ST)"
"1820","Corem Property Group B","CORE-B.ST","Financials","Corem Property Group B (CORE-B.ST)"
"1821","Corem Property Group Pref","CORE-PREF.ST","Financials","Corem Property Group Pref (CORE-PREF.ST)"
"1822","Creades A","CRED-A.ST","Financials","Creades A (CRED-A.ST)"
"1823","Catena Media","CTM.ST","Consumer Services","Catena Media (CTM.ST)"
"1824","Diös Fastigheter","DIOS.ST","Financials","Diös Fastigheter (DIOS.ST)"
"1825","Duni","DUNI.ST","Consumer Goods","Duni (DUNI.ST)"
"1826","Dustin Group","DUST.ST","Consumer Services","Dustin Group (DUST.ST)"
"1827","Eastnine","EAST.ST","Financials","Eastnine (EAST.ST)"
"1828","Elanders B","ELAN-B.ST","Industrials","Elanders B (ELAN-B.ST)"
"1829","Eltel","ELTEL.ST","Industrials","Eltel (ELTEL.ST)"
"1830","Enea","ENEA.ST","Technology","Enea (ENEA.ST)"
"1831","Internationella Engelska Skola","ENG.ST","Consumer Services","Internationella Engelska Skola (ENG.ST)"
"1832","EnQuest PLC","ENQ.ST","Oil & Gas","EnQuest PLC (ENQ.ST)"
"1833","Eolus Vind B","EOLU-B.ST","Oil & Gas","Eolus Vind B (EOLU-B.ST)"
"1834","Fagerhult","FAG.ST","Industrials","Fagerhult (FAG.ST)"
"1835","Fingerprint Cards B","FING-B.ST","Industrials","Fingerprint Cards B (FING-B.ST)"
"1836","Ferronordic","FNM.ST","Industrials","Ferronordic (FNM.ST)"
"1837","G5 Entertainment","G5EN.ST","Technology","G5 Entertainment (G5EN.ST)"
"1838","Garo","GARO.ST","Industrials","Garo (GARO.ST)"
"1839","Gränges","GRNG.ST","Consumer Goods","Gränges (GRNG.ST)"
"1840","Gunnebo","GUNN.ST","Industrials","Gunnebo (GUNN.ST)"
"1841","Handicare Group","HANDI.ST","Health Care","Handicare Group (HANDI.ST)"
"1842","HEBA B","HEBA-B.ST","Financials","HEBA B (HEBA-B.ST)"
"1843","HiQ International","HIQ.ST","Technology","HiQ International (HIQ.ST)"
"1844","Haldex","HLDX.ST","Consumer Goods","Haldex (HLDX.ST)"
"1845","HMS Networks","HMS.ST","Technology","HMS Networks (HMS.ST)"
"1846","Hansa Biopharma","HNSA.ST","Health Care","Hansa Biopharma (HNSA.ST)"
"1847","Hoist Finance","HOFI.ST","Financials","Hoist Finance (HOFI.ST)"
"1848","Hexatronic Group","HTRO.ST","Technology","Hexatronic Group (HTRO.ST)"
"1849","Humana","HUM.ST","Health Care","Humana (HUM.ST)"
"1850","I.A.R Systems Group","IAR-B.ST","Technology","I.A.R Systems Group (IAR-B.ST)"
